alg,test_pop_id,search_time_limit,planning_pop_id,num_episodes_limit,exp_time_limit,exp_num,env_id,agent_id,num,len,return,discounted_return,time,search_time,update_time,reinvigoration_time,evaluation_time,policy_calls,inference_time,search_depth,num_sims,mem_usage,min_value,max_value,belief_state_acc,belief_state_acc_0,belief_state_acc_1,belief_state_acc_2,belief_state_acc_3,belief_state_acc_4,belief_state_acc_5,belief_state_acc_6,belief_state_acc_7,belief_state_acc_8,belief_state_acc_9,belief_state_acc_10,belief_state_acc_11,belief_state_acc_12,belief_state_acc_13,belief_state_acc_14,belief_state_acc_15,belief_state_acc_16,belief_state_acc_17,belief_state_acc_18,belief_state_acc_19,belief_state_acc_20,belief_state_acc_21,belief_state_acc_22,belief_state_acc_23,belief_state_acc_24,belief_state_acc_25,belief_state_acc_26,belief_state_acc_27,belief_state_acc_28,belief_state_acc_29,belief_state_acc_30,belief_state_acc_31,belief_state_acc_32,belief_state_acc_33,belief_state_acc_34,belief_state_acc_35,belief_state_acc_36,belief_state_acc_37,belief_state_acc_38,belief_state_acc_39,belief_state_acc_40,belief_state_acc_41,belief_state_acc_42,belief_state_acc_43,belief_state_acc_44,belief_state_acc_45,belief_state_acc_46,belief_state_acc_47,belief_state_acc_48,belief_state_acc_49,belief_history_acc,belief_history_acc_0,belief_history_acc_1,belief_history_acc_2,belief_history_acc_3,belief_history_acc_4,belief_history_acc_5,belief_history_acc_6,belief_history_acc_7,belief_history_acc_8,belief_history_acc_9,belief_history_acc_10,belief_history_acc_11,belief_history_acc_12,belief_history_acc_13,belief_history_acc_14,belief_history_acc_15,belief_history_acc_16,belief_history_acc_17,belief_history_acc_18,belief_history_acc_19,belief_history_acc_20,belief_history_acc_21,belief_history_acc_22,belief_history_acc_23,belief_history_acc_24,belief_history_acc_25,belief_history_acc_26,belief_history_acc_27,belief_history_acc_28,belief_history_acc_29,belief_history_acc_30,belief_history_acc_31,belief_history_acc_32,belief_history_acc_33,belief_history_acc_34,belief_history_acc_35,belief_history_acc_36,belief_history_acc_37,belief_history_acc_38,belief_history_acc_39,belief_history_acc_40,belief_history_acc_41,belief_history_acc_42,belief_history_acc_43,belief_history_acc_44,belief_history_acc_45,belief_history_acc_46,belief_history_acc_47,belief_history_acc_48,belief_history_acc_49,belief_action_acc,belief_action_acc_0,belief_action_acc_1,belief_action_acc_2,belief_action_acc_3,belief_action_acc_4,belief_action_acc_5,belief_action_acc_6,belief_action_acc_7,belief_action_acc_8,belief_action_acc_9,belief_action_acc_10,belief_action_acc_11,belief_action_acc_12,belief_action_acc_13,belief_action_acc_14,belief_action_acc_15,belief_action_acc_16,belief_action_acc_17,belief_action_acc_18,belief_action_acc_19,belief_action_acc_20,belief_action_acc_21,belief_action_acc_22,belief_action_acc_23,belief_action_acc_24,belief_action_acc_25,belief_action_acc_26,belief_action_acc_27,belief_action_acc_28,belief_action_acc_29,belief_action_acc_30,belief_action_acc_31,belief_action_acc_32,belief_action_acc_33,belief_action_acc_34,belief_action_acc_35,belief_action_acc_36,belief_action_acc_37,belief_action_acc_38,belief_action_acc_39,belief_action_acc_40,belief_action_acc_41,belief_action_acc_42,belief_action_acc_43,belief_action_acc_44,belief_action_acc_45,belief_action_acc_46,belief_action_acc_47,belief_action_acc_48,belief_action_acc_49,belief_policy_acc,belief_policy_acc_0,belief_policy_acc_1,belief_policy_acc_2,belief_policy_acc_3,belief_policy_acc_4,belief_policy_acc_5,belief_policy_acc_6,belief_policy_acc_7,belief_policy_acc_8,belief_policy_acc_9,belief_policy_acc_10,belief_policy_acc_11,belief_policy_acc_12,belief_policy_acc_13,belief_policy_acc_14,belief_policy_acc_15,belief_policy_acc_16,belief_policy_acc_17,belief_policy_acc_18,belief_policy_acc_19,belief_policy_acc_20,belief_policy_acc_21,belief_policy_acc_22,belief_policy_acc_23,belief_policy_acc_24,belief_policy_acc_25,belief_policy_acc_26,belief_policy_acc_27,belief_policy_acc_28,belief_policy_acc_29,belief_policy_acc_30,belief_policy_acc_31,belief_policy_acc_32,belief_policy_acc_33,belief_policy_acc_34,belief_policy_acc_35,belief_policy_acc_36,belief_policy_acc_37,belief_policy_acc_38,belief_policy_acc_39,belief_policy_acc_40,belief_policy_acc_41,belief_policy_acc_42,belief_policy_acc_43,belief_policy_acc_44,belief_policy_acc_45,belief_policy_acc_46,belief_policy_acc_47,belief_policy_acc_48,belief_policy_acc_49
POTMMCP,P1,20.0,P1,100,43200,19,CooperativeReaching-v0,0,71,4,1.0,0.970299,90.72183609008788,20.078958570957184,2.409991681575775,0.0,3.285546123981476,246731.25,0.6454682350158691,12.5,50404.75,938.63671875,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5595850564603122,0.5068235294117647,0.4526681401957688,0.5,0.7788485562337153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1187614826160823,0.1764705882352941,0.0935269971581938,0.1015040683816881,0.103544276689153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTMMCP,P1,20.0,P1,100,43200,19,CooperativeReaching-v0,0,72,9,1.0,0.92274469442792,194.60958170890808,21.18182637956407,0.0035961733924018,0.0,1.4304440286424425,234544.66666666663,1.5631854269239638,10.88888888888889,60095.88888888889,1885.40625,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6791396768254911,0.3414117647058823,0.0950116913484021,0.5,0.1758336353751359,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6680916099354541,0.1689411764705882,0.1438815276695245,0.348334514528703,0.3516672707502718,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTMMCP,P1,20.0,P1,100,43200,19,CooperativeReaching-v0,0,73,5,1.0,0.96059601,106.63622236251832,21.10538983345032,0.0062539100646972,0.0004797935485839,0.5596870422363281,201622.4,2.707082319259644,9.6,68521.0,1522.30859375,0.0,1.0,0.999529411764706,1.0,0.9976470588235294,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.702000193537383,0.1592941176470588,0.4990588235294118,0.8516480265104444,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.248619343384279,0.1637647058823529,0.2536470588235294,0.2483578909994674,0.2894443515577105,0.2878827096583345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTMMCP,P1,20.0,P1,100,43200,19,CooperativeReaching-v0,0,74,6,0.75,0.713242537425,125.491384267807,20.716988960901897,0.0046280225118001,0.0,0.9894125064214072,216844.0,0.8414985736211141,9.666666666666666,61702.333333333336,956.49609375,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5869873266636293,0.4127058823529412,0.1803715339434503,0.4288465436853841,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4802241025042915,0.1661176470588235,0.2029777352820652,0.555037502533955,0.6520092104285821,0.6523864404085363,0.6528160793137868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTMMCP,P1,20.0,P1,100,43200,19,CooperativeReaching-v0,0,75,6,0.75,0.713242537425,127.19643545150755,21.029761751492817,0.00374170144399,0.0,2.0385793844858804,234966.66666666663,3.0558881759643555,10.166666666666666,62433.66666666666,993.25,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5288182820348358,0.16,0.1744409713873527,0.338468720821662,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5898616723492047,0.156235294117647,0.2279394085116614,0.6549953314659197,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTMMCP,P1,20.0,P1,100,43200,19,CooperativeReaching-v0,0,76,3,1.0,0.9801,72.21608376502991,21.25210547447205,2.6330389976501465,0.0,1.979865948359172,263209.3333333333,6.566005706787109,11.0,95111.33333333331,983.79296875,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6849336695505993,0.1691764705882353,0.8856245380635624,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4082318707948913,0.1698823529411764,0.4968588322246859,0.5579544272188118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTMMCP,P1,20.0,P1,100,43200,19,CooperativeReaching-v0,0,77,5,1.0,0.96059601,104.0777554512024,20.657092094421387,0.0050309658050537,0.0,4.391908359527588,248246.6,1.484501552581787,10.6,74616.8,984.64453125,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5851753079147389,0.208,0.2605130917746628,0.457363447799032,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4122136229243097,0.1604705882352941,0.1700608304681301,0.3216178843051394,0.7036641384467471,0.705254673166238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTMMCP,P1,20.0,P1,100,43200,19,CooperativeReaching-v0,0,78,6,0.75,0.713242537425,123.15995001792908,20.06196788946788,0.0167539119720459,0.0122261444727579,1.8751914501190183,257904.66666666663,1.2217461268107097,9.833333333333334,78817.83333333333,1689.21484375,0.0,1.0,0.9627450980392156,1.0,0.7764705882352941,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7158039215686275,0.0807058823529411,0.2141176470588235,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7633725490196079,0.1567058823529411,0.4235294117647059,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTMMCP,P1,20.0,P1,100,43200,19,CooperativeReaching-v0,0,79,3,1.0,0.9801,62.31385493278504,20.64626948038737,0.0078365008036295,0.0,0.8790656725565592,196132.3333333333,6.184739351272583,10.0,91413.0,909.96875,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6363649035965492,0.2047058823529411,0.7043888284367066,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2098606421211845,0.16,0.1929633659775118,0.2766185603860417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTMMCP,P1,20.0,P1,100,43200,19,CooperativeReaching-v0,0,80,4,1.0,0.970299,84.75780439376831,20.96817952394485,0.0058686733245849,0.0,1.4367035031318665,234920.25,1.441276788711548,10.75,83973.5,1030.28125,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6087462768073639,0.2924705882352941,0.3616033239643162,0.7809111950298453,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1801009763171713,0.1684705882352941,0.1511670536478064,0.175356316238275,0.2254099471473099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTMMCP,P1,20.0,P1,100,43200,19,CooperativeReaching-v0,0,81,4,1.0,0.970299,83.85034036636353,20.731627941131592,0.0055109858512878,0.0,1.61368328332901,255640.75,1.3612593412399292,11.25,70597.0,1184.2890625,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7036699187861626,0.412,0.7073242764323686,0.7951510526863446,0.9002043460259372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.479688074312028,0.1708235294117647,0.4146485528647372,0.5903021053726891,0.7429781095989209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTMMCP,P1,20.0,P1,100,43200,19,CooperativeReaching-v0,0,82,5,1.0,0.96059601,107.03346037864684,20.94696612358093,0.0046499729156494,0.0,0.756175184249878,243510.0,2.6066613674163817,12.4,93045.0,1671.96484375,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7674422603872897,0.4651764705882353,0.3720348313482134,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7099834368578779,0.1778823529411764,0.3720348313482134,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTMMCP,P1,20.0,P1,100,43200,19,CooperativeReaching-v0,0,83,6,0.75,0.713242537425,124.51506781578064,20.489287455876667,0.0038824478785196,0.0,3.74837859471639,235942.16666666663,2.104280193646749,11.333333333333334,70660.5,1276.0234375,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60495652525332,0.3767058823529411,0.4767418032786885,0.3192688389567227,0.4570226269315673,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2820621258238169,0.1774117647058823,0.2395491803278688,0.2472364713532259,0.1904663355408388,0.4193689224052391,0.4183400806098465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTMMCP,P1,20.0,P1,100,43200,19,CooperativeReaching-v0,0,84,5,1.0,0.96059601,105.3499355316162,20.663507318496706,0.004749059677124,0.0,3.142869234085083,236741.2,1.3555485725402832,14.2,76037.2,1374.49609375,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7461575580702531,0.4174117647058823,0.5425272610647851,0.8466351935153431,0.9337831962004148,0.9904303748648406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6181198545512565,0.1609411764705882,0.3985888389993585,0.7337994922727475,0.8675663924008294,0.929703372612759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTMMCP,P1,20.0,P1,100,43200,19,CooperativeReaching-v0,0,85,5,0.75,0.7204470075,108.82830810546876,21.41992554664612,0.0044208049774169,0.0,4.151609325408936,262983.4,3.6247488498687743,10.8,82724.6,1439.265625,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.748815014692013,0.2089411764705882,0.603852327447833,0.9607318439230818,0.9705497256185616,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3066100277517342,0.172235294117647,0.2221508828250401,0.3649262555230568,0.3806873977086743,0.3930503085842528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTMMCP,P1,20.0,P1,100,43200,19,CooperativeReaching-v0,0,86,5,1.0,0.96059601,108.66514563560486,21.58381233215332,0.0043922901153564,0.0,1.818089818954468,249293.6,2.3127251148223875,12.0,76511.0,1259.51171875,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5437911929202814,0.4171764705882353,0.4504008016032064,0.3513786924099659,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2461127571661074,0.1656470588235294,0.1989693673060406,0.2216891149777443,0.3202908587257618,0.3239673859974611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTMMCP,P1,20.0,P1,100,43200,19,CooperativeReaching-v0,0,87,7,0.75,0.70611011205075,146.21111011505127,20.5541159084865,0.0033196721758161,0.0,0.976527520588466,231239.0,2.856135845184326,10.857142857142858,73806.57142857143,1522.84375,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1428571428571428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6227542280745622,0.1628235294117647,0.465108935901484,0.4129522056709035,0.3183949255377827,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6063761841154729,0.1656470588235294,0.2412377644458478,0.5193535400011503,0.3183949255377827,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTMMCP,P1,20.0,P1,100,43200,19,CooperativeReaching-v0,0,88,9,0.75,0.69205852082094,191.3246033191681,21.10173977745904,0.0023632579379611,0.0,2.335082636939154,235938.0,4.59653475549486,11.333333333333334,59965.11111111111,1161.91796875,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4715828780499144,0.4145882352941176,0.4893233299668157,0.5406982723159194,0.0457489509213647,0.2538871139510117,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6287952463586156,0.1651764705882352,0.2011253787332275,0.2013574660633484,0.0914979018427294,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTMMCP,P1,20.0,P1,100,43200,19,CooperativeReaching-v0,0,89,4,1.0,0.970299,82.46691751480103,20.41923427581787,0.0073574781417846,0.0,1.71644127368927,252657.75,1.7905808091163635,12.75,58394.5,1035.8671875,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6282813041090566,0.4557647058823529,0.5493968983342906,0.5643016403885969,0.943661971830986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3233915917592905,0.1684705882352941,0.1861956729848746,0.3392259913999044,0.599674114417089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTMMCP,P1,20.0,P1,100,43200,19,CooperativeReaching-v0,0,90,4,0.75,0.7277242500000001,80.93008017539978,20.000023782253265,0.0068086981773376,0.0,1.1092119216918943,241135.0,1.751960515975952,10.25,87074.5,1164.88671875,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.632749483115093,0.128,0.4029979324603721,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345912248772883,0.1708235294117647,0.3490696071674707,0.4322936006931551,0.4314622578191417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTMMCP,P1,20.0,P1,100,43200,19,CooperativeReaching-v0,0,91,6,0.75,0.713242537425,124.23872137069702,20.26774009068807,0.0038601160049438,0.0,0.6990206241607666,234105.3333333333,2.133156021436056,11.5,77793.16666666667,1528.2421875,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6944603185224479,0.5016470588235294,0.2888241187722015,0.3762907335389567,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2917729556107527,0.1788235294117647,0.1762455597048911,0.1536811050020115,0.415367837506248,0.4132287390426641,0.4132909629969369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTMMCP,P1,20.0,P1,100,43200,19,CooperativeReaching-v0,0,92,4,1.0,0.970299,83.13860034942627,20.37489140033722,0.0055046081542968,0.0,0.7586043477058411,247593.5,0.6790154576301575,11.75,107072.25,1520.44140625,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7909411764705883,0.1637647058823529,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7909411764705883,0.1637647058823529,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTMMCP,P1,20.0,P1,100,43200,19,CooperativeReaching-v0,0,93,2,1.0,0.99,40.246673583984375,20.08072566986084,0.0112838745117187,0.0,1.5218466520309448,237427.5,1.625010371208191,11.5,55196.0,793.16796875,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5059663865546219,0.2976470588235294,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2335085992946401,0.1755294117647058,0.2914877868245744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTMMCP,P1,20.0,P1,100,43200,19,CooperativeReaching-v0,0,94,5,0.75,0.7204470075,105.34606957435608,20.857234907150268,0.0043137550354003,0.0,2.2248486042022706,267040.6,0.6614006996154785,10.2,80884.0,1198.46875,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5875835679790369,0.1272941176470588,0.5,0.5,0.810623722248126,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5880164618019073,0.1651764705882352,0.6569751188146491,0.656192346604773,0.6541730927872027,0.8075652802146764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTMMCP,P1,20.0,P1,100,43200,19,CooperativeReaching-v0,0,95,5,1.0,0.96059601,106.86367082595824,21.148296642303468,0.0129683971405029,0.0082761287689208,2.405430459976196,264978.4,2.4286999702453613,11.2,85546.6,1288.60546875,0.0,1.0,0.9941647058823532,1.0,0.9708235294117648,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5801305655537854,0.2030588235294117,0.2705882352941176,0.5345933175835302,0.8924124513618678,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4928640524779255,0.1736470588235294,0.212235294117647,0.4192822589717628,0.7826070038910505,0.8765486465856379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTMMCP,P1,20.0,P1,100,43200,19,CooperativeReaching-v0,0,96,4,1.0,0.970299,84.99280881881714,21.061303555965424,0.0055159330368041,0.0,3.584145724773407,247128.25,1.5616822838783264,12.5,57630.5,1069.00390625,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5620918588714847,0.4978823529411765,0.4564272047312576,0.5,0.7940578778135048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3220252024313844,0.1708235294117647,0.3493651069751261,0.3857385398981324,0.3821736334405144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
